Wall time,Step,Value
1680450492.4843922,119,0.44565218687057495
1680450586.4547668,123,0.42391303181648254
1680450610.1725307,124,0.47826087474823
1680450633.6418946,125,0.510869562625885
1680450704.3700593,128,0.47826087474823
1680450727.9914691,129,0.489130437374115
1680450798.6504922,132,0.3804347813129425
1680450892.4397783,136,0.52173912525177
1680450940.1480887,138,0.43478259444236755
1680450987.4185758,140,0.46739131212234497
1680451011.093529,141,0.46739131212234497
1680451034.5476098,142,0.47826087474823
1680451058.061191,143,0.44565218687057495
1680451105.1256301,145,0.510869562625885
1680451151.3730624,147,0.5
1680451198.4910004,149,0.45652174949645996
1680451269.4058158,152,0.554347813129425
1680451293.1468935,153,0.47826087474823
1680451316.6398947,154,0.45652174949645996
1680451364.1505237,156,0.5
1680451387.6832457,157,0.45652174949645996
1680451411.1405427,158,0.47826087474823
1680451481.75172,161,0.510869562625885
1680451528.9734159,163,0.554347813129425
1680451553.0888453,164,0.52173912525177
1680451600.045503,166,0.43478259444236755
1680451623.5621367,167,0.46739131212234497
1680451694.1102164,170,0.5760869383811951
1680451812.4277837,175,0.54347825050354
1680451836.255844,176,0.52173912525177
1680451859.8799553,177,0.5
1680451907.88616,179,0.44565218687057495
1680451931.419972,180,0.43478259444236755
1680451978.5301094,182,0.532608687877655
1680452025.938957,184,0.46739131212234497
1680452049.5374777,185,0.52173912525177
1680452073.318041,186,0.47826087474823
1680452096.573144,187,0.5
1680452144.1931024,189,0.47826087474823
1680452167.5985448,190,0.5652173757553101
1680452332.9592397,197,0.52173912525177
1680452427.7315407,201,0.54347825050354
1680452521.877853,205,0.510869562625885
1680452545.5801427,206,0.532608687877655
1680452569.4366014,207,0.5652173757553101
1680452663.5499606,211,0.54347825050354
1680452686.8434672,212,0.54347825050354
1680452733.5757158,214,0.554347813129425
1680452804.284568,217,0.554347813129425
1680452827.7167335,218,0.47826087474823
1680452899.440875,221,0.46739131212234497
1680452923.1069767,222,0.5652173757553101
1680452974.011728,224,0.47826087474823
1680452997.81236,225,0.510869562625885
1680453021.483905,226,0.52173912525177
1680453069.0759194,228,0.489130437374115
1680453092.7458239,229,0.52173912525177
1680453116.5890486,230,0.5652173757553101
1680453144.182107,231,0.5869565010070801
1680453167.9951859,232,0.5760869383811951
1680453191.707559,233,0.5978260636329651
1680453262.6695423,236,0.489130437374115
1680453333.5057435,239,0.54347825050354
1680453436.0404572,243,0.54347825050354
1680453459.558468,244,0.554347813129425
1680453506.4819536,246,0.5760869383811951
1680453553.6275475,248,0.532608687877655
1680453577.1150577,249,0.52173912525177
1680453698.9494996,254,0.52173912525177
1680453769.5904858,257,0.532608687877655
1680453793.549935,258,0.532608687877655
1680453817.2880933,259,0.5652173757553101
1680453841.002432,260,0.52173912525177
1680453887.5445879,262,0.510869562625885
1680453982.2653835,266,0.5869565010070801
1680454028.8600993,268,0.54347825050354
1680454075.91664,270,0.489130437374115
1680454123.2938595,272,0.5869565010070801
1680454241.3969536,277,0.5
1680454288.8207047,279,0.554347813129425
1680454383.434079,283,0.5760869383811951
1680454504.5261767,288,0.54347825050354
1680454550.9647844,290,0.5978260636329651
1680454574.21509,291,0.554347813129425
1680454644.6342235,294,0.5652173757553101
1680454691.4577496,296,0.5760869383811951
1680454714.3914995,297,0.6086956262588501
1680454741.5091236,298,0.6304348111152649
1680454788.193952,300,0.6195651888847351
1680454811.2833946,301,0.6086956262588501
1680454834.3038049,302,0.5760869383811951
1680454927.524305,306,0.6739130616188049
1680454950.9352891,307,0.5978260636329651
1680454997.677086,309,0.54347825050354
1680455068.5083427,312,0.532608687877655
1680455166.7834072,316,0.554347813129425
1680455190.1600156,317,0.5978260636329651
1680455213.9901326,318,0.6086956262588501
1680455237.252499,319,0.52173912525177
1680455284.3060358,321,0.5869565010070801
1680455354.974098,324,0.5869565010070801
1680455378.4736228,325,0.5652173757553101
1680455402.0213258,326,0.5760869383811951
1680455472.9363513,329,0.5978260636329651
1680455496.6625712,330,0.6521739363670349
1680455544.2048166,332,0.5978260636329651
1680455690.0210662,338,0.5760869383811951
1680455737.0873926,340,0.6413043737411499
1680455808.4301074,343,0.54347825050354
1680455832.1021154,344,0.5652173757553101
1680455879.0700257,346,0.5760869383811951
1680455902.8790638,347,0.6739130616188049
1680456021.0214138,352,0.5652173757553101
1680456044.0547159,353,0.554347813129425
1680456090.1442785,355,0.6086956262588501
1680456141.1704688,357,0.5652173757553101
1680456164.8718135,358,0.6304348111152649
1680456188.3806,359,0.6304348111152649
1680456259.0866568,362,0.5760869383811951
1680456282.7478328,363,0.5652173757553101
1680456306.3301973,364,0.5760869383811951
1680456354.2429557,366,0.554347813129425
1680456377.6666481,367,0.5869565010070801
1680456425.1416814,369,0.6086956262588501
1680456448.6913514,370,0.5869565010070801
1680456496.1062112,372,0.5652173757553101
1680456543.0252762,374,0.554347813129425
1680456590.1861918,376,0.532608687877655
1680456613.875079,377,0.5978260636329651
1680456637.5385547,378,0.554347813129425
1680456683.9594784,380,0.5760869383811951
1680456707.1350455,381,0.554347813129425
1680456777.9166684,384,0.5978260636329651
1680456801.269658,385,0.5869565010070801
1680456825.0754273,386,0.6304348111152649
1680456848.9381495,387,0.5978260636329651
1680456896.3751059,389,0.510869562625885
1680456919.9834926,390,0.5652173757553101
1680456943.5692134,391,0.5652173757553101
1680456967.2583935,392,0.5652173757553101
1680457179.718242,401,0.5978260636329651
1680457203.2968497,402,0.6195651888847351
1680457250.525772,404,0.54347825050354
1680457325.3796911,407,0.6086956262588501
1680457489.8685746,414,0.5978260636329651
1680457513.5246968,415,0.6195651888847351
1680457607.959542,419,0.6304348111152649
1680457631.628376,420,0.6304348111152649
1680457655.0848942,421,0.6195651888847351
1680457706.6829803,423,0.5869565010070801
1680457754.0105808,425,0.5869565010070801
1680457848.287033,429,0.54347825050354
1680458059.2025135,438,0.6195651888847351
1680458082.867816,439,0.6304348111152649
1680458106.7840426,440,0.6304348111152649
1680458130.360803,441,0.5869565010070801
1680458177.3435423,443,0.6304348111152649
1680458200.8528202,444,0.6086956262588501
1680458271.4544346,447,0.5869565010070801
1680458342.2871323,450,0.6304348111152649
1680458507.8271942,457,0.554347813129425
1680458531.8903358,458,0.5978260636329651
1680458555.5543125,459,0.5869565010070801
1680458579.0014408,460,0.5869565010070801
1680458626.2392392,462,0.5978260636329651
1680458650.0764031,463,0.5978260636329651
1680458674.019375,464,0.6630434989929199
1680458721.4496958,466,0.6521739363670349
1680458745.360235,467,0.6304348111152649
1680458769.1291285,468,0.6304348111152649
1680458816.271138,470,0.5652173757553101
1680458863.5517066,472,0.554347813129425
1680458886.8094337,473,0.6304348111152649
1680458981.0468936,477,0.6630434989929199
1680459149.0558548,484,0.5869565010070801
1680459218.2277591,487,0.6739130616188049
1680459241.3529468,488,0.6195651888847351
1680459288.186854,490,0.5869565010070801
1680459334.2368898,492,0.6304348111152649
1680459404.0288959,495,0.5869565010070801
1680459661.0556028,506,0.6195651888847351
1680459732.2497056,509,0.6304348111152649
1680459756.4067094,510,0.5869565010070801
1680459780.0768595,511,0.6195651888847351
1680459827.3646414,513,0.6195651888847351
1680459874.5011525,515,0.6521739363670349
1680459898.4387288,516,0.5978260636329651
1680459946.3791566,518,0.6521739363670349
1680460068.502549,523,0.5869565010070801
1680460092.1456373,524,0.5978260636329651
1680460233.1019921,530,0.5760869383811951
1680460280.8104727,532,0.6630434989929199
1680460304.5203342,533,0.6195651888847351
1680460327.9563766,534,0.6413043737411499
1680460351.2066293,535,0.6304348111152649
1680460374.6243992,536,0.6521739363670349
1680460398.27819,537,0.6521739363670349
1680460421.9930675,538,0.6521739363670349
1680460445.638329,539,0.5869565010070801
1680460469.3308523,540,0.6195651888847351
1680460492.8503168,541,0.6413043737411499
1680460539.9116256,543,0.5978260636329651
1680460610.3520973,546,0.6739130616188049
1680460634.102621,547,0.6304348111152649
1680460657.7004175,548,0.6521739363670349
1680460705.0870812,550,0.6630434989929199
1680460798.6814926,554,0.6195651888847351
1680460846.2285779,556,0.6630434989929199
1680460893.6998787,558,0.6413043737411499
1680460988.1623726,562,0.5760869383811951
1680461012.301863,563,0.6086956262588501
1680461035.608621,564,0.5869565010070801
1680461082.5038095,566,0.5760869383811951
1680461130.076695,568,0.6304348111152649
1680461177.1029353,570,0.6630434989929199
1680461224.6122925,572,0.5652173757553101
1680461248.0552154,573,0.6304348111152649
1680461319.7124262,576,0.6304348111152649
1680461366.9536848,578,0.5652173757553101
1680461390.7459269,579,0.5869565010070801
1680461414.1164942,580,0.5978260636329651
1680461438.1232376,581,0.5869565010070801
1680461461.8152688,582,0.6521739363670349
1680461485.6618392,583,0.6086956262588501
1680461532.8336256,585,0.6630434989929199
1680461556.6053956,586,0.6630434989929199
1680461676.1296813,591,0.5978260636329651
1680461699.9334853,592,0.554347813129425
1680461747.1912522,594,0.6086956262588501
1680461770.6085742,595,0.6086956262588501
1680461794.0148616,596,0.6195651888847351
1680461864.763596,599,0.6086956262588501
1680461912.153375,601,0.6521739363670349
1680461959.5381007,603,0.6195651888847351
1680462007.139034,605,0.6304348111152649
1680462054.8186917,607,0.6304348111152649
1680462101.4921727,609,0.6086956262588501
1680462125.7500148,610,0.6195651888847351
1680462149.3821545,611,0.6304348111152649
1680462220.844902,614,0.6304348111152649
1680462315.4625952,618,0.5869565010070801
1680462339.1175902,619,0.6413043737411499
1680462386.1804006,621,0.6521739363670349
1680462410.1665971,622,0.6195651888847351
1680462457.099772,624,0.5978260636329651
1680462552.125751,628,0.6521739363670349
1680462671.076113,633,0.6304348111152649
1680462836.9076123,640,0.6630434989929199
1680462860.3997316,641,0.6847826242446899
1680462907.626208,643,0.6304348111152649
1680462931.167938,644,0.6630434989929199
1680462954.7145667,645,0.6195651888847351
1680462978.5197837,646,0.5869565010070801
1680463002.2699099,647,0.5978260636329651
1680463025.7670527,648,0.6304348111152649
1680463072.8335602,650,0.6630434989929199
1680463096.970648,651,0.6630434989929199
1680463191.112611,655,0.5869565010070801
1680463214.7390149,656,0.6304348111152649
1680463262.3674471,658,0.5978260636329651
1680463310.085497,660,0.6521739363670349
1680463380.50673,663,0.6304348111152649
1680463427.4166884,665,0.6739130616188049
1680463451.23487,666,0.6521739363670349
1680463474.5695112,667,0.6195651888847351
1680463545.5603313,670,0.6413043737411499
1680463569.0888305,671,0.6413043737411499
1680463592.6037428,672,0.6195651888847351
1680463616.024792,673,0.6304348111152649
1680463639.6706002,674,0.6413043737411499
1680463686.6782162,676,0.6630434989929199
1680463710.2959352,677,0.6304348111152649
1680463733.800266,678,0.695652186870575
1680463781.2706625,680,0.6086956262588501
1680463804.785669,681,0.6304348111152649
1680463828.5008273,682,0.6304348111152649
1680463852.528989,683,0.6413043737411499
1680463876.4655755,684,0.6304348111152649
1680463900.581837,685,0.6630434989929199
1680463947.9833899,687,0.6413043737411499
1680463971.6492033,688,0.5869565010070801
1680464043.163405,691,0.6413043737411499
1680464137.8589823,695,0.6739130616188049
1680464208.5354912,698,0.6847826242446899
1680464232.111918,699,0.6521739363670349
1680464255.0557258,700,0.6630434989929199
1680464301.5119836,702,0.6521739363670349
1680464325.6831093,703,0.6739130616188049
1680464349.219873,704,0.6739130616188049
1680464372.7222009,705,0.6413043737411499
1680464419.4662745,707,0.6521739363670349
1680464443.5094526,708,0.5869565010070801
1680464467.0991824,709,0.6195651888847351
1680464560.3125308,713,0.6195651888847351
1680464654.5807543,717,0.6847826242446899
1680464678.4315422,718,0.5869565010070801
1680464725.9136977,720,0.6304348111152649
1680464749.8034966,721,0.6086956262588501
1680464773.4251611,722,0.6521739363670349
1680464797.112508,723,0.6413043737411499
1680464820.5461688,724,0.6304348111152649
1680464844.095144,725,0.6521739363670349
1680464915.6801648,728,0.6413043737411499
1680464939.473518,729,0.6413043737411499
1680464963.368766,730,0.6086956262588501
1680465082.146015,735,0.6195651888847351
1680465128.5382056,737,0.6630434989929199
1680465151.6949193,738,0.6195651888847351
1680465175.084294,739,0.5978260636329651
1680465198.5944364,740,0.6304348111152649
1680465245.9903443,742,0.6086956262588501
1680465316.0290458,745,0.6739130616188049
1680465339.6021757,746,0.6521739363670349
1680465411.3912039,749,0.6630434989929199
1680465434.8462312,750,0.6086956262588501
1680465458.6838903,751,0.6630434989929199
1680465506.3197694,753,0.6521739363670349
1680465553.224495,755,0.6521739363670349
1680465624.1434987,758,0.6630434989929199
1680465647.8455849,759,0.6413043737411499
1680465695.2370923,761,0.6521739363670349
1680465766.6916764,764,0.695652186870575
1680465790.6395876,765,0.6630434989929199
1680465814.6172814,766,0.6521739363670349
1680465862.0128336,768,0.6521739363670349
1680465885.956132,769,0.695652186870575
1680465909.9301357,770,0.6630434989929199
1680465933.4661946,771,0.6413043737411499
1680465956.978776,772,0.6086956262588501
1680465980.5373206,773,0.6521739363670349
1680466004.179234,774,0.6304348111152649
1680466098.689729,778,0.6521739363670349
1680466122.2941892,779,0.6195651888847351
1680466216.4593263,783,0.6847826242446899
1680466240.2036653,784,0.6847826242446899
1680466288.0676892,786,0.6630434989929199
1680466335.4000041,788,0.6195651888847351
1680466382.8343039,790,0.6195651888847351
1680466406.688465,791,0.6521739363670349
1680466430.2847443,792,0.6521739363670349
1680466454.179691,793,0.6521739363670349
1680466477.6954935,794,0.6521739363670349
1680466501.3318343,795,0.554347813129425
1680466548.5745516,797,0.6086956262588501
1680466596.0590096,799,0.6630434989929199
1680466643.0221124,801,0.6086956262588501
1680466713.872494,804,0.6086956262588501
1680466737.6164825,805,0.6195651888847351
1680466761.3926046,806,0.5978260636329651
1680466784.971349,807,0.6195651888847351
1680466808.7423632,808,0.6521739363670349
1680466903.161669,812,0.695652186870575
1680466950.3022287,814,0.6521739363670349
1680466973.821507,815,0.6847826242446899
1680467021.6133134,817,0.6304348111152649
1680467092.3318837,820,0.5869565010070801
1680467139.2329378,822,0.554347813129425
1680467162.3623016,823,0.5978260636329651
1680467186.0457892,824,0.5978260636329651
1680467256.8879662,827,0.6304348111152649
1680467327.938358,830,0.6195651888847351
1680467351.5947297,831,0.6521739363670349
1680467398.6705344,833,0.6413043737411499
1680467446.18639,835,0.6195651888847351
1680467493.8852372,837,0.6413043737411499
1680467517.5516365,838,0.6521739363670349
1680467613.2915833,842,0.6304348111152649
1680467660.8764257,844,0.5869565010070801
1680467684.4383764,845,0.5652173757553101
1680467707.969667,846,0.5978260636329651
1680467731.9171193,847,0.6304348111152649
1680467802.9113057,850,0.6195651888847351
1680467944.7863133,856,0.6304348111152649
1680467992.0405886,858,0.5978260636329651
1680468015.5126112,859,0.6304348111152649
1680468039.020127,860,0.6521739363670349
1680468062.7254727,861,0.6304348111152649
1680468086.5227664,862,0.6521739363670349
1680468181.606684,866,0.6195651888847351
1680468228.9157429,868,0.6521739363670349
1680468252.4033568,869,0.6630434989929199
1680468324.2959409,872,0.6521739363670349
1680468347.9572847,873,0.6630434989929199
1680468371.539028,874,0.6630434989929199
1680468395.3554199,875,0.6739130616188049
1680468418.8652346,876,0.6739130616188049
1680468466.6775608,878,0.6739130616188049
1680468490.5436542,879,0.695652186870575
1680468514.329325,880,0.695652186870575
1680468537.9189632,881,0.6304348111152649
1680468585.2955842,883,0.6630434989929199
1680468655.455673,886,0.6304348111152649
1680468703.336994,888,0.6521739363670349
1680468726.6975505,889,0.6521739363670349
1680468773.9363139,891,0.6086956262588501
1680468797.5741875,892,0.6413043737411499
1680468821.481477,893,0.6847826242446899
1680468868.9546485,895,0.6847826242446899
1680468892.5539963,896,0.695652186870575
1680468939.6536157,898,0.6304348111152649
1680468963.1073875,899,0.6413043737411499
1680469128.9402375,906,0.6521739363670349
1680469152.3142984,907,0.6521739363670349
1680469175.8025246,908,0.6413043737411499
1680469199.3953092,909,0.6413043737411499
1680469223.1672232,910,0.6630434989929199
1680469246.5502641,911,0.6413043737411499
1680469270.2482824,912,0.6521739363670349
1680469317.6073043,914,0.6086956262588501
1680469341.3616617,915,0.6413043737411499
1680469365.217448,916,0.6195651888847351
1680469436.2555797,919,0.6521739363670349
1680469459.833022,920,0.6304348111152649
1680469483.5640926,921,0.6086956262588501
1680469507.0545797,922,0.6195651888847351
1680469554.117956,924,0.695652186870575
1680469696.136581,930,0.6521739363670349
1680469719.7044506,931,0.6521739363670349
1680469743.4946544,932,0.6521739363670349
1680469790.8328795,934,0.6195651888847351
1680469885.1501768,938,0.6630434989929199
1680469956.073884,941,0.6195651888847351
1680470027.277994,944,0.6521739363670349
1680470121.4102032,948,0.5978260636329651
1680470192.4081635,951,0.6521739363670349
1680470215.8349383,952,0.6521739363670349
1680470239.2907178,953,0.6413043737411499
1680470286.5147126,955,0.6304348111152649
1680470310.0540695,956,0.6086956262588501
1680470333.832627,957,0.6413043737411499
1680470380.7098327,959,0.6304348111152649
1680470404.6124375,960,0.6630434989929199
1680470428.4240491,961,0.6521739363670349
1680470451.997976,962,0.6739130616188049
1680470475.590517,963,0.6521739363670349
1680470523.0330398,965,0.6304348111152649
1680470546.6556065,966,0.6086956262588501
1680470594.0569336,968,0.6195651888847351
1680470641.172556,970,0.6521739363670349
1680470664.7417047,971,0.6413043737411499
1680470711.989475,973,0.6521739363670349
1680470759.251757,975,0.6739130616188049
1680470782.5534117,976,0.6521739363670349
1680470806.0609376,977,0.6413043737411499
1680470829.6070123,978,0.6413043737411499
1680470900.4496505,981,0.6413043737411499
1680470924.3683195,982,0.6521739363670349
1680470948.4461343,983,0.6630434989929199
1680471020.2748702,986,0.6847826242446899
1680471044.2103841,987,0.6739130616188049
1680471233.8494935,995,0.695652186870575
1680471305.5780294,998,0.6521739363670349
1680471329.5085561,999,0.6630434989929199
1680471376.7914603,1001,0.6630434989929199
1680471423.8415647,1003,0.6304348111152649
1680471447.3702614,1004,0.717391312122345
1680471517.8770256,1007,0.6739130616188049
1680471542.0251756,1008,0.6739130616188049
1680471589.0236611,1010,0.6630434989929199
1680471612.6872854,1011,0.6630434989929199
1680471636.0644586,1012,0.6630434989929199
1680471659.3813188,1013,0.6413043737411499
1680471730.409915,1016,0.6630434989929199
1680471919.5759766,1024,0.6304348111152649
1680471943.1616461,1025,0.6195651888847351
1680471967.3449419,1026,0.6086956262588501
1680472014.609683,1028,0.6630434989929199
1680472061.8776631,1030,0.6086956262588501
1680472085.6025343,1031,0.6304348111152649
1680472109.1042614,1032,0.5869565010070801
1680472156.807768,1034,0.6521739363670349
1680472204.8845851,1036,0.6413043737411499
1680472228.4300902,1037,0.6304348111152649
1680472251.9468496,1038,0.5869565010070801
1680472322.8759515,1041,0.6086956262588501
1680472346.4860244,1042,0.6413043737411499
1680472369.9622114,1043,0.6304348111152649
1680472487.6771667,1048,0.6413043737411499
1680472535.4225657,1050,0.6304348111152649
1680472559.1762125,1051,0.6521739363670349
1680472606.627362,1053,0.6304348111152649
1680472630.2031693,1054,0.6521739363670349
1680472677.7982845,1056,0.6521739363670349
1680472819.1514287,1062,0.6630434989929199
1680472843.3171742,1063,0.6739130616188049
1680472890.4701009,1065,0.6086956262588501
1680472938.3939888,1067,0.6086956262588501
1680473033.519153,1071,0.6195651888847351
1680473081.0769742,1073,0.6304348111152649
1680473128.4624333,1075,0.6847826242446899
1680473176.2141957,1077,0.6413043737411499
1680473223.6054254,1079,0.6304348111152649
1680473271.568179,1081,0.6521739363670349
1680473295.2841122,1082,0.6521739363670349
1680473318.9785004,1083,0.6521739363670349
1680473342.6636424,1084,0.6304348111152649
1680473366.6890492,1085,0.6413043737411499
1680473461.8282678,1089,0.6521739363670349
1680473509.724638,1091,0.6739130616188049
1680473533.77999,1092,0.70652174949646
1680473676.3854048,1098,0.6847826242446899
1680473723.6122756,1100,0.6195651888847351
1680473770.75707,1102,0.695652186870575
1680473794.3417687,1103,0.695652186870575
1680473817.8872697,1104,0.695652186870575
1680473958.5642567,1110,0.6630434989929199
1680474029.422354,1113,0.6195651888847351
1680474076.7779796,1115,0.6304348111152649
1680474148.0598264,1118,0.6739130616188049
1680474219.3145654,1121,0.6739130616188049
1680474243.0484707,1122,0.6630434989929199
1680474290.1251862,1124,0.695652186870575
1680474313.627781,1125,0.6521739363670349
1680474336.937928,1126,0.6739130616188049
1680474360.6727595,1127,0.6413043737411499
1680474408.5161128,1129,0.70652174949646
1680474432.2030642,1130,0.717391312122345
1680474479.5913363,1132,0.6413043737411499
1680474503.6199057,1133,0.70652174949646
1680474527.319218,1134,0.739130437374115
1680474598.3684704,1137,0.6195651888847351
1680474621.7948883,1138,0.6195651888847351
1680474669.08746,1140,0.695652186870575
1680474859.4321194,1148,0.695652186870575
1680474883.1889904,1149,0.6521739363670349
1680474906.7681527,1150,0.6630434989929199
1680474930.574075,1151,0.6413043737411499
1680475000.3948762,1154,0.6195651888847351
1680475024.02576,1155,0.5760869383811951
1680475048.1846044,1156,0.6195651888847351
1680475118.8959064,1159,0.6521739363670349
1680475142.8534234,1160,0.6413043737411499
1680475166.3249485,1161,0.6521739363670349
1680475237.2392354,1164,0.6739130616188049
1680475521.8012211,1176,0.6195651888847351
1680475592.6545892,1179,0.6847826242446899
1680475639.9670944,1181,0.6304348111152649
1680475663.2455933,1182,0.6847826242446899
1680475710.2531848,1184,0.6413043737411499
1680475733.815846,1185,0.5869565010070801
1680475757.3230429,1186,0.6086956262588501
1680475804.6037476,1188,0.6413043737411499
1680475875.4766557,1191,0.6195651888847351
1680475898.808865,1192,0.6413043737411499
1680475922.444934,1193,0.6847826242446899
1680475946.0054271,1194,0.70652174949646
1680475969.5679986,1195,0.6413043737411499
1680475993.0443325,1196,0.6847826242446899
1680476016.41839,1197,0.6413043737411499
1680476039.907248,1198,0.6847826242446899
1680476087.3810833,1200,0.6630434989929199
1680476135.2975235,1202,0.6521739363670349
1680476158.9368377,1203,0.6630434989929199
1680476206.5678136,1205,0.6304348111152649
1680476253.8112197,1207,0.6413043737411499
1680476301.0385492,1209,0.6304348111152649
1680476324.4925103,1210,0.6195651888847351
1680476347.966809,1211,0.6413043737411499
1680476371.688695,1212,0.6630434989929199
1680476395.469283,1213,0.6521739363670349
1680476418.7189028,1214,0.6195651888847351
1680476512.8010774,1218,0.6630434989929199
1680476631.2884915,1223,0.6413043737411499
1680476654.8394113,1224,0.6521739363670349
1680476701.8121269,1226,0.6521739363670349
1680476725.3147502,1227,0.6739130616188049
1680476748.754748,1228,0.6195651888847351
1680476819.7274528,1231,0.6195651888847351
1680476843.7669296,1232,0.6086956262588501
1680476867.168237,1233,0.5978260636329651
1680476914.5175111,1235,0.6195651888847351
1680476985.7884784,1238,0.6739130616188049
1680477056.7427697,1241,0.6521739363670349
1680477104.1205137,1243,0.6413043737411499
1680477151.155092,1245,0.6304348111152649
1680477174.5279136,1246,0.6195651888847351
1680477221.8774283,1248,0.6521739363670349
1680477245.3577323,1249,0.6630434989929199
1680477316.6217368,1252,0.6304348111152649
1680477340.2652316,1253,0.6195651888847351
1680477364.134724,1254,0.6847826242446899
1680477412.0820904,1256,0.6739130616188049
1680477435.9170754,1257,0.6413043737411499
1680477459.5665312,1258,0.6630434989929199
1680477506.3418484,1260,0.6413043737411499
1680477529.8088198,1261,0.6630434989929199
1680477553.28916,1262,0.6521739363670349
1680477576.9921083,1263,0.6521739363670349
1680477600.6220407,1264,0.6521739363670349
1680477624.3592868,1265,0.6739130616188049
1680477743.1211972,1270,0.5869565010070801
1680477766.8131256,1271,0.6739130616188049
1680477814.0484438,1273,0.6630434989929199
1680477908.883715,1277,0.6521739363670349
1680477932.4343624,1278,0.6521739363670349
1680477979.721107,1280,0.6304348111152649
1680478074.8147743,1284,0.6847826242446899
1680478121.5519645,1286,0.6630434989929199
1680478168.3390672,1288,0.6086956262588501
1680478215.2434158,1290,0.6630434989929199
1680478239.2096493,1291,0.6195651888847351
1680478263.1863961,1292,0.6630434989929199
1680478286.8174765,1293,0.6413043737411499
1680478334.6908927,1295,0.6304348111152649
1680478405.404848,1298,0.6413043737411499
1680478428.8195605,1299,0.6195651888847351
1680478476.072113,1301,0.6086956262588501
1680478499.6577883,1302,0.5869565010070801
1680478523.38753,1303,0.5978260636329651
1680478570.8193476,1305,0.6195651888847351
1680478664.8226776,1309,0.6195651888847351
1680478712.1399612,1311,0.6195651888847351
1680478735.6126397,1312,0.6195651888847351
1680478783.6814606,1314,0.6195651888847351
1680478807.3729827,1315,0.5978260636329651
1680478878.1012158,1318,0.6195651888847351
1680478901.5964832,1319,0.5978260636329651
1680479019.6694891,1324,0.5760869383811951
1680479043.306739,1325,0.5978260636329651
1680479067.1780338,1326,0.6847826242446899
1680479090.77696,1327,0.6195651888847351
1680479138.1013465,1329,0.5869565010070801
1680479185.435337,1331,0.6086956262588501
1680479209.3041666,1332,0.6304348111152649
1680479233.28999,1333,0.6195651888847351
1680479256.6396687,1334,0.5760869383811951
1680479280.1983442,1335,0.6195651888847351
1680479303.7926695,1336,0.5869565010070801
1680479374.587705,1339,0.5978260636329651
1680479444.9136214,1342,0.6413043737411499
1680479492.130397,1344,0.6195651888847351
1680479539.1031983,1346,0.6304348111152649
1680479562.7049267,1347,0.6086956262588501
1680479586.5251837,1348,0.6630434989929199
1680479610.2727752,1349,0.6521739363670349
1680479634.7492998,1350,0.6413043737411499
1680479729.9618628,1354,0.6630434989929199
1680479824.7735078,1358,0.6304348111152649
1680479872.1796343,1360,0.6086956262588501
1680479895.8262908,1361,0.6195651888847351
1680479965.3266747,1364,0.6086956262588501
1680479988.7834563,1365,0.6521739363670349
1680480012.433859,1366,0.5978260636329651
1680480083.72458,1369,0.6195651888847351
1680480154.7624142,1372,0.6413043737411499
1680480178.4385004,1373,0.6304348111152649
1680480202.1223907,1374,0.6195651888847351
1680480249.320102,1376,0.6521739363670349
1680480272.7736883,1377,0.6521739363670349
